commit	val_bpb	memory_gb	status	description	sample_text
409ecc7	0.944398	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) and try lower initial Muon momentum warmup start of 0.85 instead of 0.88 for smoother early optimization with the higher step count	The aim of this study was to evaluate the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
b2621b7	0.945107	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) and use constant weight decay instead of cosine decay schedule - the cosine decay may be reducing regularization too aggressively in later training	The aim of this study was to investigate the effect of the presence of a single dose of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg
6772736	0.000000	0.0	crash	Replace ReLU^2 activation with SiLU^2 (squared SiLU) in MLP - smoother activation with non-zero gradients for negative inputs, keeping same proven best settings [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
9ab6efd	0.942445	6.0	discard	Restore all proven best settings to current script: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4, plus try Adam beta2=0.98 for matrix params (between 0.95 baseline and 0.999) as new interpolation	The aim of this study was to investigate the effect of the presence of a specific antigen on the expression of the human leukocyte antigen (HLA) and the expression of the HLA-DRB1 and HLA-DRB1 genes in the sera of patients with acute lymphoblastic leukemia (ALL). The results showed that the presence of the antigen was associated with the expression of the HLA-DRB1 and HLA-DRB1 genes. The expression of the HLA-DRB1
43332f0	0.941412	6.0	keep	Restore all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) and try SCALAR_LR=0.3 (lower than baseline 0.5) since per-layer scalars may be updating too aggressively with 4x more steps	The aim of this study was to evaluate the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
62a6602	0.952791	6.0	discard	Change HEAD_DIM from 128 to 64, doubling the number of attention heads (from 6 to 12) while keeping model_dim=768. More attention heads allows more diverse attention patterns and may improve model quality.	The aim of this study was to determine the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
1cf2973	0.000000	0.0	crash	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) plus SCALAR_LR=0.3 which previously matched baseline exactly - combining with better base settings may yield improvement [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
f0807c0	0.940924	6.0	keep	Combine WARMDOWN_RATIO=0.71 (near-miss +0.0005) with Muon weight_decay=0.15 (near-miss +0.0007) plus all other proven best settings: TOTAL_BATCH_SIZE=2^17, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4, SCALAR_LR=0.3	The aim of this study was to investigate the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
b211914	0.941071	6.0	discard	Try WARMDOWN_RATIO=0.69 combined with current proven settings (WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4). The 0.69 was best standalone warmdown ratio but hasn't been combined with WEIGHT_DECAY=0.15 and SCALAR_LR=0.3	The aim of this study was to evaluate the effect of a 2-week treatment with 2% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5% 5
3f252cb	0.941298	6.0	discard	Combine WARMDOWN_RATIO=0.69 with weight_decay=0.15 and SCALAR_LR=0.3 - the 0.69 ratio gave best standalone result (+0.0001 gap) but hasn't been combined with weight_decay=0.15 (near-miss) and SCALAR_LR=0.3 (proven improvement)	The aim of this study was to determine the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of combination of a combination of combination of a combination of combination of a combination of combination of combination of combination
738be80	1.073245	6.0	discard	Try WARMDOWN_RATIO=0.67 as new interpolation between 0.65 and 0.69, combined with all proven best settings (WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, WARMDOWN_RATIO=0.71, z-loss=2e-5, fixed grad clip=0.4)	The aim of this study was to determine the effect of the use of a new, selective, and selective inhibitor of the 3'-deoxyuridine (3'-deoxyuridine (3'-deoxyuridine) in the treatment of acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute acute
745b1ba	0.941743	6.0	discard	Use fixed gradient clip of 0.35 (between proven 0.4 and cosine minimum 0.3) with all proven best settings: WARMDOWN_RATIO=0.71, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5	
a9b5a20	0.000000	0.0	crash	Try z-loss=1.5e-5 (between current 2e-5 and untried 1e-5) with all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.71, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, fixed grad clip=0.4 [from .decomposition import select_decomp_table
File "/home/pat/autoresearch/.venv/lib/python3.12/sit]	
fbcf1ef	0.941667	6.0	discard	Apply all proven best settings cleanly: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.71, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4, and try Adam beta2=0.999 for scalar/x0 params for better second moment estimation of these infrequently-updated scalars	The aim of this study was to investigate the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
a7946f8	0.000000	0.0	crash	Add small LR warmup (WARMUP_RATIO=0.01) combined with all current proven best settings: WARMDOWN_RATIO=0.71, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4. Previous warmup attempt used different/worse base settings. [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
b69f156	0.943014	6.0	discard	Apply all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.71, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4, plus try Adam beta1=0.85 for embedding/lm_head params to improve gradient smoothing	The aim of this study was to evaluate the effect of a 2-week treatment with 2-weeksecretin (2.5 mg/kg) on the expression of the anti-apoptotic protein Bcl-2 in human breast cancer cells. The results showed that 2.5 mg/kg 2.5 mg/kg 2.5 mg/kg 2.5 mg/kg 2.5 mg/kg 2.5 mg/kg 2.5 mg/kg 2
6509c03	0.000000	0.0	crash	Try z-loss=3e-5 (between proven 2e-5 best and 5e-5) with all current best settings: WARMDOWN_RATIO=0.71, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, fixed grad clip=0.4 [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
4587e34	0.000000	0.0	crash	Try WARMDOWN_RATIO=0.73 combined with WEIGHT_DECAY=0.15 and SCALAR_LR=0.3 - the 0.73 ratio was tried without these proven improvements, and combining all three may find a better optimum []	
253a27a	0.943817	6.0	discard	Try EMBEDDING_LR=0.4 with all proven best settings (WARMDOWN_RATIO=0.71, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4). Previous EMBEDDING_LR=0.4 attempt was without these proven improvements.	The aim of this study was to investigate the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
1e432f1	0.941058	6.0	discard	Apply all proven best settings with WARMDOWN_RATIO=0.72 (between best 0.71 and 0.69), WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4 - this exact combination hasn't been tried	The aim of this study was to investigate the effect of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination
8d4750d	0.000000	0.0	crash	Fix MLP double-residual bug with all current best settings: WARMDOWN_RATIO=0.71, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4. The MLP adds internal residual to norm(x) but Block also adds residual, creating x + norm(x) + mlp_output instead of x + mlp_output [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
3c7d7e5	0.940933	6.0	discard	Restore all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.71, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4. Current script has reverted to worse defaults (TOTAL_BATCH_SIZE=2^19, WARMDOWN_RATIO=0.5, etc.)	
4faade9	0.940711	6.0	keep	Try WARMDOWN_RATIO=0.74 as new interpolation between 0.71 (near-miss +0.0001) and 0.75, combined with all proven best settings: TOTAL_BATCH_SIZE=2^17, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4	
159418d	0.000000	0.0	crash	Try WARMDOWN_RATIO=0.76 as the next step beyond 0.74 (which matched baseline) - with all current proven best settings the optimal may be slightly above 0.74 [guard.create(builder)
File "/home/pat/autoresearch/.venv/lib/python3.12/site-packages/torch/_guards.]	
edb6359	0.941121	6.0	discard	Try WARMDOWN_RATIO=0.74 combined with all proven best settings (WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) - the 0.74 previously matched baseline exactly but without WEIGHT_DECAY=0.15 and SCALAR_LR=0.3	The aim of this study was to evaluate the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
e46a600	0.940816	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.74, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, fixed grad clip=0.4) and try z-loss=0 to test if removing z-loss entirely improves over current best since the optimal z-loss hasn't been tested at 0	The aim of this study was to investigate the effect of the use of a 2.5% sodium dodecyl sulfate (SDS) on the growth of the rat brain. The effect of SDS on the growth of the rat brain was studied. The results showed that the SDS treatment significantly increased the growth of the rat brain. The growth of the rat brain was significantly reduced by the use of a 2.5% sodium dodecyl sulfate (SDS) and
55f4c29	0.940576	6.0	keep	Initialize x0_lambdas to 0.2 instead of 0.1 to strengthen the input highway connection, providing better gradient flow from embeddings to all layers	The aim of this study was to determine the effect of a 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.
53bc968	0.000000	0.0	crash	Replace z-loss on logsumexp with a mean-squared logit penalty (MSE toward zero) which directly penalizes large logit magnitudes without the exp computation, potentially providing better regularization [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
7455080	0.000000	0.0	crash	Remove MLP internal residual (double-residual bug fix) combined with all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.71, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4 [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
9527fde	0.941297	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.74, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) with FINAL_LR_FRAC=0.01 to prevent LR from hitting zero - small residual LR prevents wasted final steps	The aim of this study was to investigate the effect of a 2-week treatment with 2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-di
d192fde	0.000000	0.0	crash	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.74, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, fixed grad clip=0.4) with reduced z-loss=1e-5 to test if lower z-loss combined with these settings beats current best [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
8508d83	0.943579	6.0	discard	Apply all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.74, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4, and initialize resid_lambdas to 0.9 instead of 1.0 to slightly reduce residual scaling and potentially improve gradient flow	The aim of this study was to investigate the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
f404961	0.939983	6.0	keep	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.74, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) with x0_lambdas initialized to 0.2 - the x0=0.2 experiment matched baseline but used worse base settings	The aim of this study was to investigate the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
baf1c86	0.000000	0.0	crash	Remove MLP internal residual - MLP should be a pure transformation (no internal skip connection) since Block already handles the residual stream. Currently MLP returns x + residual where x is norm(input), creating an unintended double residual in Block. [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
102fac2	0.944398	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.74, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4, x0_lambdas=0.2) and use Adam beta1=0.9 for embedding/lm_head params (currently 0.8) for smoother gradient estimates on sparse embedding updates	The aim of this study was to investigate the effect of the use of a combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination
de905bf	0.000000	0.0	crash	Replace ReLU² activation with GELU in MLP - GELU is smoother with non-zero gradients for small negative inputs and is widely used in modern LLMs [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
b96395f	0.941843	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.74, WEIGHT_DECAY=0.15, SCALAR_LR=0.3, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) with EMBEDDING_LR=0.5 as interpolation between 0.4 and 0.6 - not yet tried with current best settings	The aim of this study was to investigate the effect of the combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
