commit	val_bpb	memory_gb	status	description	sample_text
63811b3	0.000000	0.0	crash	Remove input-dependent gating in value residual connections, directly add value embeddings to reduce compute and simplify gradient flow [Traceback (most recent call last):
bb4601f	1.087103	6.1	discard	Add 0.1 dropout to value embeddings after lookup to regularize high-dimensional sparse value residual updates	The aim of this study was to determine the effect of the 2,3-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4
6337e34	1.131570	6.1	discard	Add activation regularization (L2 penalty on final hidden states) with coefficient 1e-5 to stabilize representations and prevent collapse during the short training window	The aim of this study was to determine the effect of a single dose of 0.5 mg/kg of a single dose of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg/kg of 0.5 mg/kg/kg of 0.5 mg/kg/kg of 0.5 mg/kg/kg of 0.5 mg/kg/kg of 0.5 mg/kg/kg/kg of 0.5
08fef28	1.004371	7.0	keep	Replace standard cross-entropy with focal loss (gamma=2.0) to focus training on hard-to-predict tokens, which may improve learning efficiency in the short 5-minute window by down-weighting easy examples.	The aim of this study was to determine the effect of the presence of a single dose of 100 mg/kg of a single dose of 100 mg/kg of a single dose of 100 mg/kg of a dose of 100 mg/kg of a dose of 100 mg/kg of a dose of 100 mg/kg of a dose of 100 mg/kg of a dose of 100 mg/kg of a dose of 100 mg/kg of a dose
c6f138e	1.012927	7.0	discard	Double the learning rate for all token embeddings (wte, value_embeds) from 0.6 to 1.2 to accelerate adaptation of high-dimensional sparse representations, building on the success of doubling value-embedding LR alone while maintaining the focal loss objective.	The aim of this study was to investigate the effects of a novel 3-kinase inhibitor (3-kinase inhibitor) on the expression of the 3-kinase 3 (3-kinase 3) and 3-kinase 3 (3-kinase 3) in the rat. The expression of 3-kinase 3 (3-kinase 3) and 3-kinase 3 (3-kinase 3)
175b997	0.991978	7.0	keep	Implement focal loss (gamma=2.0) for hard example mining and combine with optimal deep residual initialization (resid_lambdas=0.8, x0_lambdas=0.2) to accelerate convergence	The aim of the present study was to investigate the effect of the 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3r
7cea32f	1.005079	7.0	discard	Initialize VE gate weights to 2.0 instead of 0.0 to increase initial value residual gating strength from ~1.0 (sigmoid(0)*2) to ~1.76 (sigmoid(2)*2), allowing stronger value embedding flow at the start of training	The aim of this study was to investigate the effect of the 3D printing of the 3D printing enzyme (3DE) on the activity of the 3D printing enzyme (3DE) in the presence of the 3D printing enzyme (3DE) enzyme. The enzyme was purified from the 3DE enzyme by the enzyme-linked immunosorbent assay. The enzyme was purified from the enzyme-linked immunosorbent assay
21c963a	1.004126	7.0	discard	Combine focal loss gamma=2.0 with optimized residual initialization (resid_lambdas=0.8, x0_lambdas=0.2) and increased VE gate initial value (2.0) to maximize learning signal from value residuals and hard examples	The aim of this study was to investigate the effect of the anti-inflammatory and anti-inflammatory properties of the anti-inflammatory and anti-inflammatory properties of the anti-inflammatory and anti-inflammatory properties of the anti-inflammatory and anti-inflammatory properties of the anti-inflammatory and anti-inflammatory properties of anti-inflammatory and anti-inflammatory properties. The anti-inflammatory properties of anti-inflammatory and anti-inflammatory properties of anti-inflammatory and anti-inflammatory properties were evaluated. The anti-inflammatory properties of anti-inflammatory and anti-inflammatory properties of anti-inflammatory and anti-inflammatory properties were evaluated.
2ff4e7c	1.037560	7.0	discard	Replace standard cross-entropy with focal loss using gamma=1.5 (less aggressive than gamma=2.0) to focus moderately on hard examples while maintaining stable gradient magnitude on easy examples	The aim of this study was to evaluate the effect of the 2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3-dimethyl-2,3
b3a16b6	0.993292	7.0	discard	Implement focal loss (gamma=2.0) combined with optimal residual initialization (resid_lambdas=0.8, x0_lambdas=0.2) to replicate the best experimental configuration	The aim of the present study was to investigate the effects of the 3D printing of the 3D printing of the 3D printing of the 3D printing of the 3D printing of the 3D printing of 3D printing of 3D printing of 3D printing of 3D printing of 3D printing of 3D prin
6949f84	1.089555	6.3	discard	Keep value embeddings in float32 precision instead of casting to bfloat16 to maintain higher numerical precision for the residual path updates	The aim of this study was to determine the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
c2c92f1	0.000000	0.0	crash	Add bias term to value embedding gate with initialization to 2.0 for stronger initial value residual flow, building on the near-miss VE gate initialization experiment [Traceback (most recent call last):
1e00c82	1.086745	6.0	discard	Add Gaussian noise (std=0.01) to token embeddings during training for regularization	The aim of this study was to determine the effect of the 2,3-dimethoxy-2,3-dimethoxy-2,3-dimethoxy-2,3-dimethoxy-2,3-dimethoxy-2,3-dimethoxy-2,3-dimethoxy-2,3-dimethoxy-2,3-dimethoxy-2,3-dimethoxy-2,3-dimethoxy
1d76821	0.977059	7.0	keep	Focal loss with gamma=2.5 and optimal residual initialization (resid_lambdas=0.8, x0_lambdas=0.2) to sharpen focus on hard examples while maintaining strong deep skip connections	The aim of the present study was to investigate the effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect on the inflammatory response of the rat. The anti-inflammatory effect of anti-inflammatory effect was investigated in the rat model of the anti-inflammatory effect of anti-inflammatory effect of anti-inflammatory drugs. The anti-inflammatory effect of anti-inflammatory effect was evaluated in the rat model of the anti-inflammatory effect of anti-inflammatory drugs. The anti-inflammatory effect
5a949d0	0.000000	0.0	crash	Implement scheduled focal loss gamma that anneals linearly from 2.0 to 3.0 during training to gradually increase focus on hard examples while maintaining stable early optimization [Traceback (most recent call last):
046ee47	0.972331	7.0	keep	Combine focal loss (gamma=2.5) with optimal residual initialization (resid_lambdas=0.8, x0_lambdas=0.2) and double learning rate for token embeddings (1.2) to maximize convergence speed	The aim of this study was to determine the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
a7307bb	0.979754	7.0	discard	Initialize value embedding gate weights to 1.0 instead of 0.0 for moderate initial gating strength (~1.46) between neutral (1.0) and the previously tested 2.0 (~1.76)	The aim of this study was to determine the effect of the concentration of the 2-ethoxy-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl
9a00f60	1.063666	6.0	discard	Reduce WARMDOWN_RATIO from 0.5 to 0.25 to spend 75% of the training time at maximum learning rate instead of 50%, allowing more optimization steps at full LR before cooldown in the short 5-minute window.	The aim of this study was to evaluate the effect of the administration of the anti-inflammatory drug (ASA) and the anti-inflammatory drug (ASA) on the expression of the anti-inflammatory drug (ASA) and the anti-inflammatory drug (ASA) in the rat. ASA was administered to rats with ASA and ASA. ASA was administered to rats with ASA and ASA. ASA was administered to rats with ASA. ASA was administered to rats with A
f97edb3	1.087328	6.0	discard	Add a learnable bias term to the language modeling head (lm_head) and initialize it to zero, giving the model an adjustable per-token logit offset that can improve optimization flexibility.	The aim of this study was to determine the effect of the 2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3-dihydro-2,3
0309540	1.082663	6.0	discard	Remove weight decay from residual path scalars (resid_lambdas) by setting weight_decay=0.0, allowing the residual weights to adapt freely without regularization pulling them toward zero	The aim of this study was to determine the effect of the 2,3-dihydroxy-2,3-dihydroxy-2,3-dihydroxy-2,3-dihydroxy-2,3-dihydroxy-2,3-dihydroxy-2,3-dihydroxy-2,3-dihydroxy-2,3-dihydroxy-2,3-dihydroxy-2,3-dihydroxy-2,3-dihydroxy-2,3
7d83625	0.968240	7.0	keep	Combine focal loss (gamma=2.5) with optimal residual initialization (resid_lambdas=0.8, x0_lambdas=0.2), double learning rate for token embeddings (1.2), and initialize VE gate weights to 1.0 for moderate initial gating strength	The aim of this study was to determine the effect of the 2nd weekly dose of 2, 3, 4, 5, 6, 8, and 12 weeks of age. The 2nd weekly dose of 2, 3, 4, 5, 6, 12, and 12 weeks of age was administered to 12 weeks of age. The 2nd weekly dose of 2, 3,
f00a247	0.970632	6.0	discard	Detach probability values (p_t) in focal loss to treat focal weights as constants during backprop, stabilizing gradients through the confidence weighting term	The aim of this study was to determine the effect of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of combination of the combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination
9362419	0.957437	6.0	keep	Implement focal loss (gamma=2.5) with temperature-scaled probabilities (T=0.8) for confidence weighting, combined with optimal residual initialization (resid_lambdas=0.8, x0_lambdas=0.2), doubled token embedding LR (1.2), and VE gate weight initialization of 1.0	The aim of this study was to determine the effect of the administration of the 5-HT2 receptor antagonist 5-HT2A receptor antagonist 5-HT2A receptor antagonist 5-HT2A receptor antagonist 5-HT2A receptor antagonist 5-HT2A receptor antagonist 5-HT2A receptor antagonist 5-HT2A receptor antagonist 5-HT2A receptor antagonist 5-HT2A receptor antagonist 5-HT2A receptor antagonist 5-HT2A receptor antagonist 5
bc8e27e	0.945984	8.0	keep	Remove torch.no_grad() from focal loss computation to allow gradients to flow through the focal weighting term (p_t), improving optimization signal	The aim of this study was to determine the effect of the 3,4,5-trimethyl-2,3,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5
b19e454	0.000000	0.0	crash	Implement curriculum learning for sequence length: start with 512 tokens and linearly increase to MAX_SEQ_LEN over the first 50% of training time. This allows faster iterations early in training (more optimizer steps within the 5-minute budget) while still utilizing full context later for long-range dependency learning. [^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2b308ed	1.099283	6.0	discard	Add 10% dropout to attention weights in scaled_dot_product_attention to regularize attention patterns during training	The aim of this study was to determine the effect of the 2,3-dihydroxy-3,4,4,5-dihydroxy-4,5-dihydroxy-1,3-dihydroxy-3,4-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-1,4-dihydroxy-4,5-dihydroxy-4,5-dihydroxy
52cfc95	0.970378	7.0	discard	Implement focal loss with gamma=3.0 to sharpen focus on hard-to-predict tokens beyond the gamma=2.5 baseline, allowing gradients to flow through the focal weighting term (p_t) as in the best-performing configuration	The aim of this study was to determine the effect of the 2,3-diphenyl-1,3-diphenyl-1,3-diphenyl-1,3-diphenyl-1,3-diphenyl-1,3-diphenyl-1,3-diphenyl-1,3-diphenyl-1,3-diphenyl-1,3-diphenyl-1,3-diphenyl-1,3-diphenyl-1,3
d3f1f71	0.000000	0.0	crash	Implement focal loss with gamma=2.5, allowing gradients to flow through the focal weighting term (p_t) without detaching. This focuses training on hard examples while maintaining gradient flow through the probability calculation. [File "/home/pat/autoresearch/.venv/lib/python3.12/site-packages/torch/_subclasses/fake_tensor.py", l]	
edd01f6	0.965285	7.0	discard	Combine focal loss (gamma=2.5, no detach) with optimal deep residual initialization (resid_lambdas=0.8, x0_lambdas=0.2) and moderate VE gate initialization (1.0)	The aim of this study was to determine the effect of the 2,3,4,5-trisphosphate (PTP) on the expression of the 2,3,4,5-trisphosphate (PTP) in the rat liver. PTP was induced by the 2,3,4,5-trisphosphate (PTP) and 2,3,4,5-trisphosphate (PTP) in the liver. PTP was induced by PTP
72e6789	1.059736	6.0	discard	Apply gradient centralization by subtracting the mean from each parameter's gradient before the optimizer step, which improves training stability and convergence speed.	The aim of this study was to determine the effect of the 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, on the effect of 5-HT2A receptor antagonist, on the effect of 5-HT2A receptor antagonist, on the effect of 5-HT2A receptor antagonist, on the effect of 5-HT2A receptor antagonist, on the effect of 5-HT2A receptor antagonist, on the effect of 5-HT2A receptor antagonist,
00b88e1	0.000000	0.0	crash	Use half sequence length (1024) to accelerate attention computation and fit more optimizer steps within the 5-minute budget [^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
385f862	1.089443	6.5	discard	Add 5% dropout to MLP intermediate activations (after ReLU^2) for regularization	The aim of this study was to determine the effect of the 2,3-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4
