commit	val_bpb	memory_gb	status	description	sample_text
1edaa20	0.000000	0.0	crash	Apply the proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip norm 0.5, Muon momentum warmup 300 steps) plus add label smoothing of 0.1 to cross-entropy loss for better regularization []	
c0a072e	0.000000	0.0	crash	Reduce MLP expansion ratio from 4x to 3x to speed up each forward/backward pass, allowing more optimizer steps within the 5-minute budget. Combined with proven best settings: TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip norm 0.5, Muon momentum warmup 300 steps. [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
feb71b3	0.943930	6.0	keep	Apply proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip norm 0.5, Muon momentum warmup 300 steps) plus reduce peak Muon momentum from 0.95 to 0.93 - slightly less aggressive momentum may work better with the very small batch size	
f25dabb	0.954899	6.0	discard	Add gradient centralization for matrix parameters: subtract mean gradient across output dimensions before clipping. This is a simple technique that can improve optimization by reducing gradient variance, not tried in any previous experiment.	The aim of this study was to evaluate the effect of the presence of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single
6d77aa1	0.000000	0.0	crash	Give all transformer layers value embeddings instead of only alternating ones - increases model capacity for value residual mixing. Change has_ve to always return True. [^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
File "/home/pat/autoresearch/.venv/lib/python3.12/]	
f5c521c	0.000000	0.0	crash	Add stochastic depth (layer dropout) with drop rate 0.1 - randomly skip layer contributions during training while keeping residual connections, providing regularization that improves generalization [File "/home/pat/autoresearch/.venv/lib/python3.12/site-packages/torch/_inductor/compile_fx.py", line]	
31f0d23	0.944443	6.0	discard	Apply best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, Muon momentum warmup 300 steps, peak momentum 0.93) plus increase Muon beta2 from 0.95 to 0.99 for more stable variance estimates with small batch size	The aim of this study was to determine the effect of the presence of a single dose of 1,25-dihydroxyvitamin D3 (1,25(OH)2D3) on the expression of the genes encoding the vitamin D receptor (VDR) and the expression of the genes encoding the vitamin D receptor (VDR) and the vitamin D receptor (VDR) in the liver. The results showed that the presence of 1,25(OH)2D3
0b60b56	1.079947	6.0	discard	Change rotary embedding base frequency from 50000 to 10000 (standard RoPE value) - this affects position encoding and hasn't been tried. With sequence length 2048, the standard 10000 base may give better frequency coverage.	The aim of this study was to evaluate the effect of the use of a new antidepressant, a new antidepressant, on the efficacy of the antidepressant, and the antidepressant, in the treatment of chronic hepatitis C. The study was performed in 12 patients with chronic hepatitis C (CHC) and in 12 patients with chronic hepatitis C (CHC). The antidepressant, antidepressant, and antidepressant, anti
0db8e98	0.944413	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, fixed clip 0.5, Muon momentum warmup 300 steps, peak momentum 0.93) with MATRIX_LR=0.033 - slightly lower than 0.035 to better match the reduced momentum of 0.93 which changes effective step size	The aim of this study was to determine the effect of a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment with a 2-week treatment
fe0fe9e	0.944979	6.0	discard	Apply all proven best settings to current train.py: TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed gradient clip norm 0.5, Muon momentum warmup over 300 steps (not 500), peak momentum 0.93, and slightly increase EMBEDDING_LR to 0.65	
77cccae	0.944401	6.0	discard	Apply proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, Muon momentum warmup 300 steps, peak momentum 0.93) plus EMBEDDING_LR=0.65 and UNEMBEDDING_LR=0.010 - combining embedding LR improvements that individually showed gains	The aim of this study was to investigate the effect of the presence of a single dose of 1.5 mg/kg of a single dose of 1.5 mg/kg of a single dose of 1.5 mg/kg of a single dose of 1.5 mg/kg of a single dose of 1.5 mg/kg of a single dose of 1.5 mg/kg of a single dose of 1.5 mg/kg of a single dose of 1.5 mg
a8b06aa	0.000000	0.0	crash	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, momentum warmup 300 steps, peak momentum 0.93) plus reduce Muon ns_steps from 5 to 3 to speed up each optimizer step and allow more gradient updates in the 5-minute budget [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
8b68c5a	0.000000	0.0	crash	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, momentum warmup 300 steps, peak momentum 0.93) plus increase logit softcap from 12 to 20 to allow larger logit magnitudes for more expressive output distribution [File "/home/pat/autoresearch/.venv/lib/python3.12/site-packages/torch/_inductor/compile_fx.py", line]	
6ba3673	0.948115	6.0	discard	Reverse weight decay schedule: start from 0 and ramp UP to WEIGHT_DECAY over training (instead of cosine decay from high to low). With small batch size and many steps, starting with low regularization allows faster early learning, then increasing WD provides regularization as model converges. Combined with proven best settings.	The aim of this study was to investigate the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
2e3d781	0.952315	6.0	discard	Remove the internal residual connection inside MLP - the Block already adds a residual so MLP having its own creates a double-residual that wastes capacity. This is a bug fix that should improve model expressiveness.	
a427409	0.000000	0.0	crash	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, momentum warmup 300 steps, peak momentum 0.93) with WARMDOWN_RATIO=0.48 - slightly less warmdown than current 0.5 to spend more time at peak LR, a value not yet tried []	
d6403e9	0.000000	0.0	crash	Apply all proven best settings: TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip norm 0.5, Muon momentum warmup 300 steps, peak momentum 0.93, plus try constant weight decay instead of cosine-decaying weight decay - the decay may be removing useful regularization too early []	
d0fac87	0.944311	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, momentum warmup 300 steps, peak momentum 0.93) plus set WARMDOWN_RATIO=0.46 to spend slightly more time at peak LR - this specific combination hasn't been tried	The aim of this study was to determine the effect of the presence of a single dose of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg
fd00d03	0.946009	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, momentum warmup 300 steps, peak momentum 0.93, EMBEDDING_LR=0.65, UNEMBEDDING_LR=0.010) plus WARMDOWN_RATIO=0.44 - slightly less warmdown than the +0.0004 near-miss of 0.46, spending even more time at peak LR	
43f243f	0.946002	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, momentum warmup 300 steps, peak momentum 0.93) with WARMDOWN_RATIO=0.42 - continuing the trend that less warmdown (0.46 > 0.44 > 0.50) improves results, pushing further in that direction	The aim of this study was to investigate the effect of the addition of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of combination of a combination of combination of a combination of combination of combination of
2444a2b	0.944924	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, momentum warmup 300 steps, peak momentum 0.93, WARMDOWN_RATIO=0.46) plus UNEMBEDDING_LR=0.010 - combining the two best near-misses that haven't been tried together	The aim of this study was to investigate the effect of the presence of a single dose of 1,2,3-triazine (TTZ) on the expression of the genes involved in the development of the rat brain. The results showed that TTZ treatment significantly increased the expression of the genes involved in the development of the rat brain. The expression of the genes involved in the development of the rat brain was significantly increased in the presence of TTZ. The expression of the genes
30da520	0.946138	6.0	discard	Apply all proven best settings cleanly: TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, 300-step momentum warmup to 0.93, WARMDOWN_RATIO=0.46, UNEMBEDDING_LR=0.010, EMBEDDING_LR=0.65	The aim of this study was to investigate the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
d3b5754	0.948372	6.0	discard	Apply all proven best settings: TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, 300-step momentum warmup to 0.93, WARMDOWN_RATIO=0.46, plus try Adam beta1=0.85 for embedding/lm_head groups for slightly more momentum stability	The aim of this study was to evaluate the effect of the combination of the combination of the two drugs on the growth of the human breast cancer cell line MCF-7. The results showed that the combination of the two drugs was effective in the treatment of MCF-7 cells. The combination of the two drugs was effective in the treatment of MCF-7 cells. The combination of the two drugs was effective in the treatment of MCF-7 cells. The combination of the two drugs was
fca0251	0.946670	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, 300-step momentum warmup to 0.93) plus use constant weight decay instead of cosine-decaying weight decay - the decay removes regularization too early in training	The aim of this study was to determine the effect of the presence of a single dose of 1,2-diphenyl-2-picrylhydrazyl (DPPH) on the pharmacokinetics of 1,2-diphenyl-2-picrylhydrazyl (DPPH) in rats. The rats were randomly divided into two groups: control group (n = 10) and DPPH group (n = 10) and DPPH
eac7a1f	0.946244	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, 300-step momentum warmup to 0.93) with WARMDOWN_RATIO=0.40 - continuing the trend that less warmdown improves results, trying 0.40 which hasn't been tested	The aim of this study was to investigate the effect of the presence of the 5-HT1A receptor antagonist, 5-HT1A receptor antagonist, on the expression of the 5-HT1A receptor in the rat hippocampus. The 5-HT1A receptor antagonist, 5-HT1A receptor antagonist, 5-HT1A receptor antagonist, 5-HT1A receptor antagonist, 5-HT1A receptor antagonist, 5-HT1A receptor antagonist, 5-HT1
46d098d	0.945095	6.0	discard	Apply all proven best settings to current train.py: TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed gradient clip norm 0.5, Muon momentum warmup over 300 steps to peak 0.93, WARMDOWN_RATIO=0.46, plus try SCALAR_LR=0.3 which reduces noise in per-layer scalar updates - never tried before	The aim of this study was to investigate the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
da386d3	0.946535	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, 300-step momentum warmup to 0.93, WARMDOWN_RATIO=0.46) plus SCALAR_LR=0.3 and UNEMBEDDING_LR=0.010 - combining near-misses that haven't been tried together in this exact combination	The aim of this study was to investigate the effects of the anti-apoptotic Bcl-2 family member Bcl-2 on the apoptosis of human Bcl-2 family members. The Bcl-2 family member Bcl-2 family member Bcl-2 family member Bcl-2 family member Bcl-2 family member Bcl-2 family member Bcl-2 family member Bcl-2 family member Bcl-2 family member Bcl-2 family member
4f57e67	0.945981	6.0	discard	Apply all proven best settings cleanly to current train.py: TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip norm 0.5, 300-step momentum warmup to peak 0.93, WARMDOWN_RATIO=0.46, EMBEDDING_LR=0.65, UNEMBEDDING_LR=0.010 - the exact combination of the two best near-misses (+0.0004 and +0.0005) applied cleanly	
2f63177	0.000000	0.0	crash	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, 300-step momentum warmup to 0.93, WARMDOWN_RATIO=0.46) plus start Muon momentum warmup from 0.85 instead of 0.88 for a slightly wider warmup range - this specific combination hasn't been tried []	
892ec05	0.945890	6.0	discard	Apply all proven best settings: TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, 300-step momentum warmup to peak 0.93, WARMDOWN_RATIO=0.46, plus try SCALAR_LR=0.2 (lower than default 0.5) to reduce noise in per-layer scalar updates - never tried this specific value with proven best settings	The aim of this study was to investigate the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
1528964	0.944303	6.0	discard	Apply all proven best settings cleanly: TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip norm 0.5, 300-step Muon momentum warmup to peak 0.93, WARMDOWN_RATIO=0.46 - the current train.py still has old defaults and this combination achieved the best result	The aim of this study was to evaluate the effect of the presence of a high-fat diet on the development of the liver and the liver of the rats. The rats were fed a high-fat diet (HFD) or a high-fat diet (HFD) for 4 weeks. The rats were fed a high-fat diet (HFD) or HFD for 4 weeks. The rats were fed a high-fat diet (HFD) or HFD for 4
756cf15	0.000000	0.0	crash	Apply all proven best settings (TOTAL_BATCH_SIZE=2**17, MATRIX_LR=0.035, fixed clip 0.5, 300-step momentum warmup to 0.93, WARMDOWN_RATIO=0.46) plus increase z-loss from 1e-4 to 3e-4 for stronger logit regularization - never tried with these settings [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
