commit	val_bpb	memory_gb	status	description	sample_text
e1ae477	1.094375	5.5	discard	Reduce MLP expansion ratio from 4x to 3x to decrease model size and increase training throughput, allowing more gradient steps within the 5-minute budget	The aim of this study was to determine the effect of the administration of a 5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy-5-methoxy
269ac24	1.116882	6.0	discard	Change attention window pattern from 'SSSL' to 'LSSS' to place long-range attention at the beginning of the block cycle, potentially improving early global context aggregation.	The aim of this study was to evaluate the effect of a 2-year-old male with a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a history of a
fa70ce3	1.148129	5.5	discard	Change MLP activation from ReLU squared to standard ReLU to reduce computational overhead and potentially improve gradient flow, allowing more training steps within the 5-minute budget	The aim of this study was to investigate the effect of a single dose of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of
71de463	1.097706	6.0	discard	Add input token corruption regularization: randomly replace 1% of input token IDs with random vocabulary tokens during training to prevent overfitting and improve generalization	The aim of this study was to determine the effect of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination
afdceb8	1.100240	6.1	discard	Add 0.05 dropout to attention values (v) after the value embedding residual connection to regularize the attention value stream without affecting query/key normalization	The aim of this study was to determine the effect of the use of a combination of a combination of a combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination
86a7a02	1.576116	13.3	discard	Apply DropPath (stochastic depth) with 0.1 drop probability starting only after 20% training progress (delayed regularization), allowing faster initial convergence before applying strong regularization	The aim of the study of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the
58caea9	1.114964	6.0	discard	Add DropPath (stochastic depth) with 0.1 drop probability to residual connections in transformer blocks to improve generalization	The aim of this study was to investigate the effect of a single dose of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of
139a027	1.100920	6.0	discard	Initialize resid_lambdas to 0.9 instead of 1.0 to weaken initial residual connections, acting as a deterministic form of stochastic depth that encourages shallower feature reuse early in training	The aim of this study was to determine the effect of a 2-minute period of 1-2 weeks of age on the incidence of acute respiratory syndrome (ASA) in patients with acute respiratory syndrome (ASA).The aim of this study was to determine the prevalence of acute respiratory syndrome (ASA) in patients with ASA.The aim of this study was to determine the prevalence of acute respiratory syndrome (ASA) in patients with ASA.The aim
7c0d973	1.095621	6.0	discard	Reduce value embedding gate channels from 32 to 16 to decrease gating capacity and increase regularization	The aim of this study was to determine the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
6328247	1.116815	6.5	discard	Fix MLP double residual bug and add DropPath (stochastic depth) with 0.1 probability to residual connections	The aim of this study was to investigate the effects of a single dose of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of
5e38a07	1.289336	11.6	discard	Add LayerDrop (stochastic layer dropping) with 0.1 probability to randomly skip transformer block computation during training, improving throughput for more steps and regularizing via depth variation	The aim of this study was to investigate the effect of the effect of the effect of the effect of the effect of the effect of the effect of the on the effect of the on the effect of the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the
411ab58	1.134592	6.0	discard	Add DropPath (stochastic depth) with 0.1 drop probability to residual connections in transformer blocks	The aim of this study was to investigate the effect of a single dose of 0.5 mg/kg of the oral cavity on the absorption of the oral cavity and the absorption of the oral cavity. The absorption of the oral cavity was determined by the absorption of the oral cavity and the absorption of the oral cavity. The absorption of the oral cavity was determined by the absorption of the oral cavity and the absorption of the oral cavity. The absorption of the oral cavity was determined by the absorption of the oral
706c714	1.127716	6.0	discard	Add DropPath (stochastic depth) regularization with 0.1 drop probability to residual connections in even-indexed transformer layers only (layers 0, 2, 4, ...) to test if regularizing alternating layers improves generalization over uniform application	The aim of this study was to evaluate the effect of a 2-3% reduction of the total number of patients with chronic obstructive pulmonary disease (COPD) and to determine the effect of the treatment on the risk of pulmonary disease (COPD) in patients with COPD.The aim of this study was to evaluate the effect of a 2-3% reduction in the risk of pulmonary disease (COPD) in patients with COPD.The aim of this study was
2b36b90	1.114635	6.0	discard	Increase value embedding gate channels from 32 to 64 to enhance gating capacity for the ResFormer value residual stream	The aim of this study was to evaluate the effect of a 1,2-diphenyl-2,3-diphenyl-2,3-diphenyl-2,3-diphenyl-2,3-diphenyl-2,3-diphenyl-2,3-diphenyl-2,3-diphenyl-2,3-diphenyl-2,3-diphenyl-2,3-diphenyl-2,3-diphenyl-2,3
9e650b4	1.103528	6.0	discard	Maintain non-zero learning rate at end of training by setting FINAL_LR_FRAC to 0.1 instead of 0.0 to prevent premature convergence	The aim of this study was to determine the effect of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination
2382bfb	1.570795	6.0	discard	Add scheduled Gaussian noise to gradients (std=0.0001*(1-progress)) after backward to improve generalization and escape sharp minima	The aim of this study was to evaluate the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect
0f05f55	1.115430	5.8	discard	Share value embeddings (ResFormer) across all transformer layers instead of having separate embeddings per layer. This reduces parameter count and acts as a regularization mechanism by forcing all layers to use the same value residual representation.	The aim of this study was to evaluate the effect of a single dose of a 1.5 mg/kg dose of 1.5 mg/kg/day of 1.5 mg/kg/day of 1.5 mg/kg/day of 1.5 mg/kg/day/day for 1.5 mg/kg/day/day for 1.5 mg/kg/day/day for 1.5 mg/kg/day for 1.5 mg/kg/day for 1.5 mg/kg/day for
f754373	1.098172	6.0	discard	Add DropPath (stochastic depth) regularization with 0.1 drop probability to residual connections in transformer blocks to improve generalization	The aim of this study was to evaluate the effect of a new method of the treatment of a large number of patients with chronic kidney disease (CKD) and to evaluate the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of
6f7b87a	1.133077	6.0	discard	Reduce Muon momentum warmup duration from 500 to 200 steps to reach optimal momentum faster, allowing more training steps at high momentum within the 5-minute budget	The aim of this study was to evaluate the effect of a 1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
a3d8348	1.130290	6.0	discard	Apply attention temperature scaling by multiplying queries by 1.25 after normalization to sharpen the attention distribution, encouraging more focused attention patterns and potentially improving generalization.	The aim of this study was to evaluate the effect of the 3D printing technique on the performance of the 3D printing technique. The 3D printing technique was used to evaluate the performance of the 3D printing technique. The 3D printing technique was used to evaluate the performance of the 3D printing technique. The 3D printing technique was used to evaluate the performance of the 3D pr
72a1eed	1.157152	6.0	discard	Align value embeddings optimizer betas with main embeddings by changing from (0.9, 0.999) to adam_betas (0.8, 0.95) for improved optimization consistency	The aim of this study was to evaluate the effect of a 1-year-old man with a 3-year-old man with a 3-year-old man with a 3-year-old man with a 3-year-old man with a 3-year-old man with a 3-year-old man with a 3-year-old man with a 3-year-old man with a 3-year-old man with a 3-year-old man with a 3-year-old man with a 3-year history
03804c6	1.375569	11.6	discard	Add DropPath (stochastic depth) regularization with 0.1 drop probability to the x0 residual connection (the per-layer addition of the initial embedding skip connection) to regularize the deep residual pathway	The aim of this study was to investigate the effects of the effects of the effects of the effects of the effects of the on the effect of the effect of the on the effect of the effect of the on the effect of the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the effect of the on the
4a419a6	1.090416	6.0	discard	Add entropy regularization to the loss with coefficient 0.001 to encourage smoother output distributions and prevent overconfident predictions	The aim of this study was to determine the effect of the 2,3-dimethylthiazol-2-yl-2,3,4,5-trimethylthiazol-2-yl-2,3,4,5-trimethylthiazol-2-yl-2,3,4,5-trimethylthiazol-2-yl-2,3,4,5-trimethylthiazol-2-yl-2,3,4,
6523dbd	1.105854	6.1	discard	Add DropPath (stochastic depth) with 0.1 probability to residual connections and apply light 0.01 dropout to MLP input after normalization to improve generalization beyond the current best	The aim of this study was to determine the effect of a 2-year-old man with a history of chronic obstructive pulmonary disease (COPD) on the incidence of pulmonary disease (COPD) and pulmonary disease (COPD) in patients with COPD. The study was performed on 10 patients with COPD and 10 healthy controls. The mean age of the patients was 2.5 years (range 1-2.0 years) and 2.5 years (range
d25973f	1.110936	6.0	discard	Disable z-loss regularization by zeroing its coefficient to reduce computational overhead and allow more gradient steps within the 5-minute budget	The aim of this study was to investigate the effect of a single dose of 1,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
